col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,sumABCD,open_ratio,ratio_wk,meanABCD,vary_rate,vary_week_rate,vary_week3month_rate,holiday_sale,holiday3month_sale,economy,comment_cnt,per_pay,Monday,Tues,Wends,Thurs,Friday,cate_1_0,cate_1_1,cate_1_2,cate_2_0,cate_2_1,cate_2_2,cate_2_3,cate_2_4,cate_2_5,cate_2_6,cate_2_7,cate_2_8,cate_2_9,cate_2_10,cate_3_0,cate_3_1,cate_3_2,cate_3_3,cate_3_4,cate_3_5,cate_3_6,cate_3_7,cate_3_8,location_id,shop_info_level_0,shop_info_level_1,shop_info_level_2,view_0_x,view_1_x,view_2_x,view_3_x,view_4_x,view_5_x,view_6_x,view_0_y,view_1_y,view_2_y,view_3_y,view_4_y,view_5_y,view_6_y,std,max,min,median,mad,var
95.0,126.0,100.0,123.0,116.0,117.0,64.0,90.0,102.0,69.0,93.0,143.0,141.0,75.0,1454,1.0,0.391678129298,103.857142857,38,209,148,184,169,0.71731,0.0,16,101,101,101,101,101,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,360,0.0,1.0,0.0,13,15,14,12,23,13,15,17,14,14,10,25,20,15,25.0103275372,143,64,101.0,20.4081632653,625.516483516
290.0,280.0,242.0,292.0,266.0,255.0,303.0,335.0,307.0,360.0,384.0,397.0,343.0,293.0,4347,1.0,0.292500575109,310.5,53,312,310,293,261,0.83054,7.0,8,282,282,282,282,282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1080,0.0,0.0,1.0,25,19,24,24,24,19,10,13,26,14,22,21,26,21,47.0772687267,397,242,298.0,38.0714285714,2216.26923077
210.0,199.0,184.0,215.0,251.0,185.0,201.0,160.0,158.0,134.0,227.0,274.0,225.0,143.0,2766,1.0,0.348517715112,197.571428571,42,149,97,228,246,0.60975,0.0,17,174,174,174,174,174,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,801,0.0,1.0,0.0,27,29,29,27,34,33,36,26,39,30,42,39,23,22,40.3116976451,274,134,200.0,31.6326530612,1625.03296703
127.0,106.0,107.0,106.0,86.0,101.0,83.0,90.0,79.0,94.0,146.0,165.0,161.0,97.0,1548,1.0,0.367571059432,110.571428571,19,95,209,100,154,1.0,5.0,13,103,103,103,103,103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,821,0.0,0.0,1.0,16,17,17,18,17,21,18,16,9,16,24,23,20,14,28.3106782945,165,79,103.5,22.387755102,801.494505495
38.0,57.0,78.0,68.0,65.0,69.0,51.0,68.0,70.0,48.0,78.0,107.0,75.0,51.0,923,1.0,0.382990249187,65.9285714286,17,92,101,53,58,0.90034,0.0,5,41,41,41,41,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228,1.0,0.0,0.0,7,6,3,4,7,7,4,6,5,7,5,6,3,3,16.9227397569,107,38,68.0,12.2244897959,286.379120879
42.0,44.0,44.0,33.0,41.0,28.0,35.0,31.0,29.0,39.0,42.0,48.0,46.0,35.0,537,1.0,0.348230912477,38.3571428571,12,70,81,57,53,0.52708,1.0,3,46,46,46,46,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,754,1.0,0.0,0.0,4,1,1,2,0,2,2,1,3,7,1,2,1,2,6.49978866943,48,28,40.0,5.59183673469,42.2472527473
96.0,122.0,109.0,100.0,95.0,109.0,105.0,107.0,101.0,107.0,125.0,115.0,104.0,128.0,1523,1.0,0.318450426789,108.785714286,14,69,81,96,139,0.89222,0.0,8,133,133,133,133,133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1106,0.0,1.0,0.0,0,2,1,1,1,2,0,1,3,0,1,0,1,1,10.3044319922,128,95,107.0,7.89795918367,106.181318681
143.0,171.0,174.0,179.0,153.0,188.0,226.0,219.0,198.0,223.0,238.0,225.0,239.0,214.0,2790,1.0,0.298566308244,199.285714286,26,127,339,144,226,1.0,8.0,7,233,233,233,233,233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833,0.0,0.0,1.0,32,24,47,33,27,30,26,37,19,31,23,34,25,15,31.5117281498,239,143,206.0,27.0,992.989010989
133.0,147.0,130.0,120.0,119.0,101.0,85.0,98.0,94.0,83.0,102.0,137.0,137.0,86.0,1572,1.0,0.373727735369,112.285714286,24,133,135,136,148,0.45255,0.0,19,108,108,108,108,108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,747,0.0,1.0,0.0,37,32,41,32,35,42,28,34,43,31,40,55,32,35,22.0817661342,147,83,110.5,19.5714285714,487.604395604
65.0,100.0,95.0,102.0,86.0,80.0,95.0,79.0,89.0,78.0,95.0,82.0,133.0,139.0,1318,1.0,0.295144157815,94.1428571429,13,101,46,74,94,0.68466,2.0,17,84,84,84,84,84,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1134,1.0,0.0,0.0,30,37,22,25,36,35,21,19,31,29,21,34,28,20,20.3804474279,139,65,92.0,14.2857142857,415.362637363
39.0,38.0,53.0,55.0,69.0,63.0,53.0,70.0,67.0,65.0,70.0,75.0,63.0,63.0,843,1.0,0.288849347568,60.2142857143,12,59,59,67,67,0.85827,1.0,4,75,75,75,75,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,991,1.0,0.0,0.0,6,4,2,5,0,1,0,2,0,3,2,3,5,1,11.2808794763,75,38,63.0,9.01020408163,127.258241758
42.0,49.0,38.0,19.0,79.0,72.0,78.0,94.0,86.0,100.0,101.0,30.0,35.0,87.0,910,1.0,0.195054945055,65.0,26,76,67,23,31,1.0,0.0,15,96,96,96,96,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1127,0.0,1.0,0.0,2,4,2,1,2,1,4,2,1,4,1,2,1,2,28.360318974,101,19,75.0,25.2857142857,804.307692308
190.0,180.0,178.0,198.0,141.0,189.0,160.0,139.0,166.0,186.0,178.0,260.0,233.0,175.0,2573,1.0,0.307617567042,183.785714286,24,212,260,133,182,0.92549,3.0,16,147,147,147,147,147,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,763,1.0,0.0,0.0,8,8,12,9,5,3,10,9,9,5,4,3,3,6,32.0820548244,260,139,179.0,21.8979591837,1029.25824176
48.0,40.0,53.0,61.0,69.0,105.0,96.0,106.0,97.0,99.0,98.0,64.0,53.0,96.0,1085,1.0,0.233179723502,77.5,26,209,164,63,65,0.69734,0.0,4,106,106,106,106,106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,24.0504277909,106,40,82.5,22.0714285714,578.423076923
150.0,139.0,132.0,131.0,189.0,161.0,160.0,147.0,146.0,142.0,154.0,177.0,181.0,154.0,2163,1.0,0.322237632917,154.5,20,78,100,129,180,0.89222,0.0,13,148,148,148,148,148,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1095,0.0,1.0,0.0,5,2,2,3,8,6,3,1,2,1,3,1,3,3,17.7059312096,189,131,152.0,13.6428571429,313.5
82.0,99.0,87.0,77.0,68.0,82.0,70.0,77.0,85.0,75.0,85.0,99.0,94.0,56.0,1136,1.0,0.299295774648,81.1428571429,11,40,46,55,90,0.77426,0.0,5,88,88,88,88,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167,0.0,1.0,0.0,3,0,1,2,1,0,0,1,2,3,1,1,1,2,11.992671755,99,56,82.0,9.12244897959,143.824175824
69.0,98.0,55.0,103.0,64.0,60.0,59.0,67.0,68.0,79.0,82.0,88.0,110.0,59.0,1061,1.0,0.443920829406,75.7857142857,16,89,126,65,82,0.68466,0.0,20,56,56,56,56,56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,366,0.0,1.0,0.0,3,8,2,2,6,6,7,1,6,3,9,8,3,3,17.9107985109,110,55,68.5,15.0408163265,320.796703297
92.0,112.0,124.0,119.0,110.0,107.0,106.0,113.0,101.0,101.0,116.0,176.0,149.0,111.0,1637,1.0,0.331704337202,116.928571429,16,59,52,111,126,1.0,0.0,11,92,92,92,92,92,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1086,1.0,0.0,0.0,2,0,2,0,0,2,0,2,1,5,2,3,0,0,21.5601637132,176,92,111.5,14.3265306122,464.840659341
162.0,156.0,217.0,151.0,200.0,188.0,165.0,199.0,169.0,177.0,204.0,252.0,267.0,206.0,2713,1.0,0.34168816808,193.785714286,26,77,73,164,208,0.89222,0.0,17,171,171,171,171,171,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123,1.0,0.0,0.0,3,5,4,2,1,1,2,0,2,3,2,3,2,1,34.6791415283,267,151,193.5,26.9285714286,1202.64285714
127.0,144.0,161.0,141.0,176.0,228.0,233.0,232.0,240.0,223.0,257.0,219.0,179.0,247.0,2807,1.0,0.256679729248,200.5,24,89,162,98,157,1.0,0.0,4,209,209,209,209,209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359,0.0,1.0,0.0,28,14,15,18,14,11,30,12,18,6,4,3,1,0,44.1374601061,257,127,221.0,39.2857142857,1948.11538462
86.0,87.0,108.0,152.0,174.0,149.0,182.0,188.0,158.0,185.0,166.0,124.0,140.0,192.0,2091,1.0,0.269010043042,149.357142857,33,337,500,128,116,0.90034,3.0,1,151,151,151,151,151,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,973,1.0,0.0,0.0,9,1,3,5,2,4,4,2,5,3,3,1,5,3,36.1164934469,192,86,155.0,28.8775510204,1304.4010989
0.0,0.0,113.0,164.0,163.0,206.0,198.0,194.0,178.0,188.0,195.0,141.0,137.0,187.0,2064,0.809523809524,0.25484496124,147.428571429,34,251,344,109,140,0.76619,2.0,3,214,214,214,214,214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,567,1.0,0.0,0.0,18,23,10,16,12,10,13,15,20,9,13,7,6,14,67.8739944373,206,0,171.0,49.4489795918,4606.87912088
65.0,72.0,93.0,70.0,124.0,118.0,95.0,101.0,112.0,124.0,119.0,90.0,80.0,112.0,1375,1.0,0.263272727273,98.2142857143,12,55,63,65,77,0.82756,1.0,5,91,91,91,91,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,385,1.0,0.0,0.0,17,2,7,7,4,3,3,1,2,10,1,3,7,1,20.6888248223,124,65,98.0,17.5,428.027472527
48.0,58.0,52.0,52.0,84.0,90.0,90.0,75.0,90.0,56.0,89.0,71.0,63.0,78.0,996,1.0,0.279618473896,71.1428571429,14,56,74,50,71,0.89222,0.0,7,98,98,98,98,98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1126,0.0,1.0,0.0,2,0,1,0,0,1,0,0,1,2,1,0,0,0,16.0521129348,90,48,73.0,14.0,257.67032967
137.0,117.0,122.0,88.0,87.0,95.0,68.0,58.0,67.0,59.0,86.0,100.0,98.0,83.0,1265,1.0,0.328458498024,90.3571428571,12,55,67,60,96,0.43198,0.0,19,83,83,83,83,83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1045,0.0,1.0,0.0,71,56,62,67,75,74,72,57,46,59,64,64,67,47,23.5751079379,137,58,87.5,18.1224489796,555.785714286
75.0,78.0,69.0,64.0,93.0,96.0,64.0,65.0,74.0,95.0,81.0,66.0,82.0,74.0,1076,1.0,0.316914498141,76.8571428571,13,69,68,54,78,0.84909,2.0,8,82,82,82,82,82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1.0,0.0,0.0,8,3,4,1,4,3,7,3,2,3,2,2,3,0,11.3399032885,96,64,74.5,9.12244897959,128.593406593
53.0,62.0,48.0,80.0,45.0,47.0,43.0,55.0,37.0,55.0,51.0,97.0,82.0,46.0,801,1.0,0.403870162297,57.2142857143,21,56,56,92,100,1.0,0.0,18,52,52,52,52,52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,904,0.0,1.0,0.0,2,0,1,1,2,4,1,2,4,0,2,3,4,1,17.2768345188,97,37,52.0,13.1632653061,298.489010989
77.0,65.0,52.0,61.0,61.0,62.0,63.0,62.0,68.0,62.0,81.0,88.0,73.0,63.0,938,1.0,0.286247334755,67.0,13,101,220,55,69,0.52708,5.0,12,70,70,70,70,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1047,0.0,0.0,1.0,17,20,19,13,7,28,15,12,18,14,16,11,14,12,9.53535929701,88,52,63.0,7.42857142857,90.9230769231
35.0,46.0,42.0,31.0,41.0,44.0,44.0,40.0,42.0,37.0,52.0,56.0,49.0,31.0,590,1.0,0.368644067797,42.1428571429,15,87,48,62,56,1.0,1.0,11,55,55,55,55,55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,714,0.0,0.0,1.0,0,5,6,3,3,3,2,0,1,1,2,4,2,1,7.28388255362,56,31,42.0,5.44897959184,53.0549450549
132.0,154.0,156.0,160.0,107.0,110.0,91.0,80.0,122.0,101.0,149.0,254.0,174.0,68.0,1858,1.0,0.383207750269,132.714285714,25,93,69,105,149,0.89222,3.0,8,87,87,87,87,87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,399,1.0,0.0,0.0,10,5,8,7,14,8,8,8,8,12,13,7,8,0,47.5757348808,254,68,127.0,35.8163265306,2263.45054945
180.0,150.0,154.0,128.0,94.0,85.0,80.0,73.0,53.0,71.0,126.0,123.0,132.0,78.0,1527,1.0,0.359201047806,109.071428571,29,169,211,111,129,0.90034,5.0,15,82,82,82,82,82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,0.0,0.0,1.0,33,42,48,48,45,57,47,43,36,48,45,46,43,44,37.8264544907,180,53,108.5,32.7857142857,1430.84065934
127.0,110.0,96.0,79.0,70.0,70.0,63.0,66.0,58.0,79.0,96.0,117.0,109.0,71.0,1211,1.0,0.312551610239,86.5,20,184,446,94,134,0.52836,6.0,13,77,77,77,77,77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,671,0.0,0.0,1.0,29,21,41,25,20,33,29,32,17,21,28,31,25,18,22.3460545476,127,58,79.0,19.4285714286,499.346153846
51.0,59.0,71.0,56.0,101.0,143.0,158.0,171.0,163.0,187.0,169.0,95.0,97.0,168.0,1689,1.0,0.230017761989,120.642857143,15,146,323,45,81,0.84909,1.0,1,137,137,137,137,137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,936,1.0,0.0,0.0,10,8,5,5,4,2,7,4,5,9,12,1,7,7,49.6953908138,187,51,122.0,44.9285714286,2469.63186813
166.0,204.0,222.0,295.0,251.0,204.0,221.0,220.0,197.0,191.0,205.0,256.0,316.0,191.0,3139,1.0,0.349952214081,224.214285714,55,203,211,333,333,0.92035,0.0,18,235,235,235,235,235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0.0,1.0,0.0,4,3,3,6,3,3,5,3,2,7,2,4,3,4,41.803898551,316,166,212.5,31.5918367347,1747.56593407
53.0,40.0,56.0,48.0,65.0,67.0,66.0,68.0,78.0,59.0,82.0,59.0,59.0,79.0,879,1.0,0.275881683732,62.7857142857,13,37,48,51,66,0.84909,0.0,4,85,85,85,85,85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1029,0.0,1.0,0.0,0,4,1,3,1,1,2,0,0,1,0,4,0,0,11.9175279537,82,40,62.0,9.35714285714,142.027472527
108.0,124.0,112.0,74.0,52.0,65.0,54.0,55.0,62.0,48.0,80.0,129.0,116.0,52.0,1131,1.0,0.347480106101,80.7857142857,18,128,249,84,119,0.92035,6.0,14,65,65,65,65,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,655,0.0,0.0,1.0,9,11,5,11,21,17,6,9,8,12,14,10,12,4,30.2684872216,129,48,69.5,26.4387755102,916.181318681
83.0,82.0,97.0,92.0,99.0,85.0,88.0,85.0,96.0,105.0,90.0,112.0,110.0,73.0,1297,1.0,0.32767925983,92.6428571429,16,73,48,97,108,0.44137,0.0,19,79,79,79,79,79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,670,0.0,1.0,0.0,77,83,74,75,59,89,62,52,80,58,63,63,52,61,11.2222796454,112,73,91.0,9.02040816327,125.93956044
105.0,78.0,73.0,63.0,113.0,100.0,93.0,113.0,104.0,111.0,94.0,101.0,152.0,115.0,1415,1.0,0.35371024735,101.071428571,21,84,152,115,147,0.93549,5.0,12,125,125,125,125,125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,749,0.0,0.0,1.0,4,6,5,6,14,10,13,9,8,10,11,16,6,5,21.6278463159,152,63,102.5,15.0714285714,467.763736264
87.0,90.0,77.0,54.0,77.0,43.0,49.0,53.0,58.0,84.0,50.0,66.0,36.0,36.0,860,1.0,0.35,61.4285714286,14,74,125,68,101,0.89222,0.0,9,86,86,86,86,86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,338,0.0,1.0,0.0,2,5,0,3,1,6,0,1,3,1,1,3,1,0,18.6906570067,90,36,56.0,16.0612244898,349.340659341
94.0,89.0,107.0,86.0,90.0,102.0,95.0,88.0,99.0,93.0,90.0,96.0,101.0,101.0,1331,1.0,0.272351615327,95.0714285714,13,149,220,72,86,0.93549,1.0,8,82,82,82,82,82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,382,1.0,0.0,0.0,16,11,15,18,11,10,9,5,9,7,5,13,7,4,6.21987244136,107,86,94.5,5.08163265306,38.6868131868
83.0,83.0,75.0,86.0,110.0,129.0,139.0,142.0,107.0,133.0,125.0,121.0,108.0,129.0,1570,1.0,0.287261146497,112.142857143,29,87,128,108,125,0.92035,0.0,17,158,158,158,158,158,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,402,0.0,1.0,0.0,0,1,1,3,0,0,0,1,1,0,7,3,5,3,22.6507162151,142,75,115.5,19.0,513.054945055
4.0,0.0,0.0,41.0,54.0,74.0,65.0,90.0,107.0,83.0,70.0,68.0,65.0,89.0,810,0.904761904762,0.295679012346,57.8571428571,19,166,242,63,51,0.5235,1.0,2,81,81,81,81,81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,918,1.0,0.0,0.0,11,8,10,9,5,7,7,7,5,3,8,6,5,3,34.5940349301,107,0,66.5,27.1836734694,1196.74725275
119.0,118.0,147.0,133.0,126.0,104.0,136.0,128.0,148.0,133.0,150.0,181.0,175.0,124.0,1922,1.0,0.322840790843,137.285714286,19,118,274,123,181,0.69734,10.0,13,142,142,142,142,142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37,0.0,0.0,1.0,29,44,36,23,17,48,39,27,21,16,39,40,27,24,21.3880936376,181,104,133.0,16.3673469388,457.450549451
110.0,97.0,101.0,107.0,99.0,113.0,97.0,123.0,114.0,128.0,133.0,118.0,95.0,103.0,1538,1.0,0.285435630689,109.857142857,15,77,86,90,115,0.56749,4.0,10,113,113,113,113,113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,636,1.0,0.0,0.0,90,106,90,92,112,113,108,118,110,84,126,96,97,111,12.1961982907,133,95,108.5,10.0,148.747252747
5.0,20.0,20.0,20.0,35.0,11.0,16.0,9.0,21.0,17.0,12.0,27.0,21.0,13.0,247,1.0,0.287449392713,17.6428571429,23,232,66,33,15,0.89222,1.0,3,8,8,8,8,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,176,1.0,0.0,0.0,0,2,3,5,3,4,6,2,10,3,6,4,1,1,7.66216622169,35,5,18.5,5.78571428571,58.7087912088
61.0,68.0,78.0,58.0,50.0,63.0,53.0,66.0,51.0,57.0,67.0,85.0,105.0,50.0,912,1.0,0.361842105263,65.1428571429,14,56,96,66,86,0.85827,4.0,12,57,57,57,57,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1057,0.0,0.0,1.0,22,21,29,24,22,32,24,15,21,17,35,20,17,17,15.4564258126,105,50,62.0,11.1632653061,238.901098901
106.0,137.0,176.0,403.0,432.0,377.0,360.0,439.0,335.0,395.0,369.0,374.0,470.0,467.0,4840,1.0,0.271797520661,345.714285714,64,526,1088,241,338,0.93549,0.0,7,376,376,376,376,376,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485,0.0,1.0,0.0,22,26,18,25,28,27,23,16,30,25,13,21,14,12,119.125937608,470,106,375.5,89.8367346939,14190.989011
0.0,0.0,0.0,63.0,31.0,41.0,37.0,26.0,48.0,50.0,39.0,19.0,23.0,46.0,423,0.666666666667,0.13475177305,30.2142857143,22,222,112,65,31,0.73961,2.0,1,44,44,44,44,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.0,0.0,0.0,6,5,3,6,4,4,0,6,3,7,2,7,7,10,20.0122215406,63,0,34.0,16.1836734694,400.489010989
61.0,48.0,71.0,57.0,61.0,66.0,52.0,54.0,56.0,77.0,74.0,51.0,59.0,67.0,854,1.0,0.26756440281,61.0,12,84,148,56,63,0.57221,6.0,13,60,60,60,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83,0.0,0.0,1.0,16,19,23,34,20,23,19,20,12,24,25,13,21,23,8.90116673424,77,48,60.0,7.14285714286,79.2307692308
52.0,58.0,78.0,64.0,85.0,84.0,89.0,87.0,89.0,88.0,108.0,92.0,122.0,107.0,1203,1.0,0.302576891106,85.9285714286,15,64,56,75,79,1.0,2.0,15,81,81,81,81,81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134,1.0,0.0,0.0,6,14,13,15,10,5,6,12,9,9,6,13,5,5,19.161115616,122,52,87.5,13.5102040816,367.148351648
